job,starttime,endtime,time used
Province,Sep 22 2020 03:13:39,Sep 22 2020 03:13:39,0.021942853927612305
Province,Sep 22 2020 03:13:39,Sep 22 2020 03:13:39,0.016954421997070312
Province,Sep 22 2020 03:13:39,Sep 22 2020 03:13:39,0.034906864166259766
Province,Sep 22 2020 03:13:39,Sep 22 2020 03:13:39,0.022937297821044922
Province,Sep 22 2020 03:13:39,Sep 22 2020 03:13:39,0.01695418357849121
Province,Sep 22 2020 03:13:39,Sep 22 2020 03:13:39,0.022937774658203125
Province,Sep 22 2020 03:13:39,Sep 22 2020 03:13:39,0.0249326229095459

Province,Sep 22 2020 03:13:39,Sep 22 2020 03:13:39,0.024933338165283203
Province,Sep 22 2020 03:13:39,Sep 22 2020 03:13:39,0.03688406944274902
Province,Sep 22 2020 03:13:39,Sep 22 2020 03:13:39,0.011967658996582031
Province,Sep 22 2020 03:13:39,Sep 22 2020 03:13:40,0.019948244094848633
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.023935317993164062
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.03789806365966797

Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.011967897415161133
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.01994609832763672
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.014958858489990234
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.024932384490966797
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.030916690826416016
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.03391003608703613

Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.022939682006835938
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.028923988342285156
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.013962030410766602
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.019945144653320312
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.021941184997558594
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.02792644500732422
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.007979631423950195
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.01994800567626953
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.01994180679321289
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.027924299240112305
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.026928424835205078
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.0249330997467041
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.03889632225036621
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.0468747615814209
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.03490614891052246
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.02792525291442871
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.02692723274230957
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.04288530349731445
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.026927947998046875
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.031913042068481445
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.03291034698486328
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.016955137252807617
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.016955137252807617
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.025928258895874023
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.03989410400390625
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.031912803649902344
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.029920101165771484
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.012964487075805664
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.03191399574279785
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.07280564308166504
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.037899017333984375
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.016953468322753906
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.031914472579956055
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.05086374282836914
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.02792501449584961
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.013962268829345703
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.017952680587768555
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.029919147491455078
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.03191566467285156
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.042883872985839844
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.047864675521850586
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.03989362716674805
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.014960050582885742
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.025933027267456055
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.02194046974182129
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.04886937141418457

Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.04787302017211914
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.051860809326171875
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.019945859909057617
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:40,0.016954660415649414
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:41,0.03390908241271973
Province,Sep 22 2020 03:13:40,Sep 22 2020 03:13:41,0.03689932823181152
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.032912254333496094
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.0608367919921875
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.05086493492126465
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.05385708808898926
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.030917644500732422
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.036902427673339844
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.0219419002532959
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.04288506507873535

Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.040892839431762695
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.02293682098388672

Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.02493453025817871
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.016955137252807617
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.022939443588256836
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.015958309173583984
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.025929689407348633
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.03490638732910156
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.046874046325683594
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.032912254333496094
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.03490900993347168

Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.017952919006347656
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.03094196319580078
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.020943641662597656
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.04488062858581543
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.018950223922729492
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.019946575164794922
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.016954421997070312
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.01795172691345215
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.01795196533203125
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.01693868637084961
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.015957355499267578
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.020945072174072266
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.01994609832763672
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.025930166244506836
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.04886937141418457
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:41,0.05585074424743652
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:42,0.03789949417114258
Province,Sep 22 2020 03:13:41,Sep 22 2020 03:13:42,0.03789806365966797
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.027924537658691406
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.021942138671875
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.023935556411743164
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.01496124267578125
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.019945621490478516
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.03490638732910156

Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.033902883529663086
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.03391003608703613
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.03390908241271973
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.03490495681762695
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.033910274505615234
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.024933338165283203
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.03191661834716797
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.030917644500732422
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.0548551082611084
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.07280349731445312
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.021943330764770508
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.0528564453125
62
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.024933338165283203
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.04886770248413086
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.024933576583862305
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.012965917587280273
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.012964963912963867
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.009972333908081055
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.012942790985107422
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.015212059020996094
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.017951250076293945
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.010969161987304688
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.011967897415161133
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.009973287582397461
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.012964725494384766
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.012964487075805664
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.011966466903686523
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.012964963912963867
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.012965917587280273
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.0139617919921875
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.01495981216430664
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.010964632034301758
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.014959096908569336
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.016958951950073242
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.012964725494384766
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.011967897415161133
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.01296687126159668
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.011967658996582031
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.010970592498779297
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.010972738265991211
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:42,0.009971857070922852
Province,Sep 22 2020 03:13:42,Sep 22 2020 03:13:43,0.012964010238647461
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.008975744247436523
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.010970592498779297
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.013963699340820312
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.010971784591674805
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.012966156005859375
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.010971784591674805
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.013961553573608398
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.010970354080200195
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.011966943740844727
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.008994817733764648
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.011966705322265625
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.009972572326660156
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.0109710693359375
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.009970903396606445
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.010969877243041992
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.010970592498779297
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.011968135833740234
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.012964963912963867
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.013962984085083008
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.015965700149536133
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.019946813583374023
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.0139617919921875
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.014960527420043945
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.012965202331542969
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.01296544075012207
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.012965202331542969
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.012965679168701172
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.012951135635375977
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.007979393005371094
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.01196742057800293
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.0109710693359375
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.009972810745239258
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.011968612670898438
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.012966156005859375
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.01296687126159668
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.01196599006652832
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.011967182159423828
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:43,0.0109710693359375
Province,Sep 22 2020 03:13:43,Sep 22 2020 03:13:44,0.012964487075805664
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.009973287582397461
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.011966943740844727
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.012965917587280273
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.011968135833740234
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.011967182159423828
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.011967182159423828
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.010971546173095703
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.012965917587280273
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.011968851089477539
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.016955137252807617
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.009972095489501953
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.013962507247924805
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.009974002838134766
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.010964155197143555
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.011968851089477539
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.011967897415161133
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.01296544075012207
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.013962745666503906
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.009972810745239258
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.012962579727172852
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.011966705322265625
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.011967182159423828
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.011967897415161133
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.0109710693359375
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.009974002838134766
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.009973764419555664
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.011968135833740234
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.012965917587280273
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.007977724075317383
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.007978200912475586
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.0069806575775146484
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.00897526741027832
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.008975982666015625
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.00797891616821289
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.0069811344146728516
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.00997304916381836
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.007978677749633789
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.008975505828857422
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.007981061935424805
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.008975028991699219
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.008975505828857422
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.00997304916381836
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.009972095489501953
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.010970592498779297
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.008975982666015625
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.0079803466796875
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.007978200912475586
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.007978677749633789
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.007978439331054688
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.009973764419555664
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.010968923568725586
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.009972810745239258
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.009971141815185547
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.007978439331054688
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.00897669792175293
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.00997304916381836
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.011960983276367188
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.008975505828857422
Province,Sep 22 2020 03:13:44,Sep 22 2020 03:13:44,0.006980419158935547
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.01795363426208496
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.01894974708557129
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.02991962432861328
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.018936634063720703
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.030917644500732422
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.015957355499267578
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.016953706741333008
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.01695394515991211
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.024935007095336914
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.01697683334350586
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.019947528839111328
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.03092789649963379
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.03191256523132324
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.016954421997070312
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.022939443588256836
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.017951011657714844
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.02094435691833496
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.015956878662109375
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.019946575164794922
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.01595783233642578
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.020942211151123047
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.017950773239135742
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.032912492752075195
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.020945072174072266
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.028905868530273438
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.019946813583374023
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.029920101165771484
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.01795172691345215
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.01795220375061035
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.016955852508544922
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.01894998550415039
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.016952991485595703
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:45,0.018949270248413086
Province,Sep 22 2020 03:13:45,Sep 22 2020 03:13:46,0.017952680587768555
Province,Sep 22 2020 03:13:46,Sep 22 2020 03:13:46,0.03091716766357422
Province,Sep 22 2020 03:13:46,Sep 22 2020 03:13:46,0.01695418357849121
Province,Sep 22 2020 03:13:46,Sep 22 2020 03:13:46,0.022939205169677734
Province,Sep 22 2020 03:13:46,Sep 22 2020 03:13:46,0.015958547592163086
Province,Sep 22 2020 03:13:46,Sep 22 2020 03:13:46,0.019947052001953125
Province,Sep 22 2020 03:13:46,Sep 22 2020 03:13:46,0.01795172691345215
Province,Sep 22 2020 03:13:46,Sep 22 2020 03:13:46,0.021923542022705078
Province,Sep 22 2020 03:13:46,Sep 22 2020 03:13:46,0.017952442169189453
Province,Sep 22 2020 03:13:46,Sep 22 2020 03:13:46,0.015956878662109375
Province,Sep 22 2020 03:13:46,Sep 22 2020 03:13:46,0.016956329345703125
Province,Sep 22 2020 03:13:46,Sep 22 2020 03:13:46,0.018949508666992188
Province,Sep 22 2020 03:13:46,Sep 22 2020 03:13:46,0.019947052001953125
